audio,text,response
comoestas4.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas5.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas6.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas7.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas8.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas9.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas10.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas11.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas12.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas13.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas14.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas15.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas16.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas17.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas18.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas19.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas20.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas21.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas22.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas23.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas24.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas25.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas26.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas27.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas28.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas29.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas30.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas31.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas32.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas33.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas34.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas35.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas36.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas37.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas38.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas39.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas40.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas41.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas42.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas43.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas44.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas45.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas46.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas47.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas48.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas49.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas50.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas51.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas52.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas53.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas54.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas55.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas56.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas57.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas58.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas59.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas60.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas61.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas62.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas63.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas64.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas65.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas66.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas67.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas68.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas69.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas70.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas71.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas72.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas73.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas74.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas75.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas76.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas77.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas78.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas79.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas80.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas81.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas82.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas83.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas84.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas85.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas86.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas87.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas88.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas89.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas90.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas91.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas92.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas93.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas94.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas95.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas96.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas97.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas98.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas99.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas100.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas101.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas102.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas103.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas104.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas105.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas106.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas107.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas108.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas109.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas110.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas111.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas112.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas113.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas114.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas115.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas116.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas117.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas118.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas119.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas120.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas121.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas122.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas123.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas124.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas125.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas126.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas127.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas128.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas129.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas130.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas131.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas132.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas133.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas134.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas135.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas136.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas137.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas138.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas139.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas140.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas141.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas142.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas143.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas144.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas145.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas146.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas147.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas148.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas149.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas150.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas151.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas152.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas153.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas154.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas155.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas156.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas157.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas158.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas159.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas160.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas161.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas162.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas163.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas164.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas165.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas166.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas167.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas168.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas169.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas170.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas171.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas172.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas173.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas174.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas175.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas176.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas177.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas178.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas179.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas180.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas181.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas182.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas183.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas184.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas185.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas186.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas187.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas188.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas189.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas190.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas191.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas192.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas193.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas194.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas195.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas196.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas197.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
comoestas198.wav,¿CÓMO ESTÁS?,SOY UN ASISTENTE NO TENGO SENTIMIENTOS
